fy,quarter,budget_function_code,budget_function_name,budget_subfunction_code,budget_subfunction_name,amount,total
2024,4,700,Veterans Benefits and Services,704,Veterans housing,1955298547.68,
2024,4,700,Veterans Benefits and Services,705,Other veterans benefits and services,43937195708.28,
2024,4,750,Administration of Justice,751,Federal law enforcement activities,76405719119.49,
2024,4,750,Administration of Justice,752,Federal litigative and judicial activities,12596821491.1,
2024,4,750,Administration of Justice,753,Federal correctional activities,10287153239.48,
2024,4,750,Administration of Justice,754,Criminal justice assistance,8538485768.98,
2024,4,800,General Government,801,Legislative functions,905451047.88,
2024,4,800,General Government,802,Executive direction and management,852438852.94,
2024,4,800,General Government,803,Central fiscal operations,361817179022.08,
2024,4,800,General Government,804,General property and records management,46426383387.29,
2024,4,800,General Government,805,Central personnel management,54925702526.1,
2024,4,800,General Government,806,General purpose fiscal assistance,8644888386.23,
2024,4,800,General Government,808,Other general government,3827411654.73,
2024,4,900,Net Interest,901,Interest on Treasury debt securities (gross),1133036890149.16,
2024,4,900,Net Interest,908,Other interest,16520784081.42,
